resource	path	type	required	default	validation	classification	owner	mutability	enforcement	moduleInteraction	migration	rule	purpose	decision
OpenBaoCluster	spec.securityContext.appArmorProfile.type	string	true	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	type indicates which kind of AppArmor profile will be applied.	-
OpenBaoCluster	spec.securityContext.fsGroup	integer	false	-	format=int64	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	A special supplemental group that applies to all containers in a pod.	-
OpenBaoCluster	spec.securityContext.fsGroupChangePolicy	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	fsGroupChangePolicy defines behavior of changing ownership and permission of the volume before being exposed inside Pod.	-
OpenBaoCluster	spec.securityContext.runAsGroup	integer	false	-	format=int64	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	The GID to run the entrypoint of the container process.	-
OpenBaoCluster	spec.securityContext.runAsNonRoot	boolean	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Indicates that the container must run as a non-root user.	-
OpenBaoCluster	spec.securityContext.runAsUser	integer	false	-	format=int64	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	The UID to run the entrypoint of the container process.	-
OpenBaoCluster	spec.securityContext.seLinuxChangePolicy	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	seLinuxChangePolicy defines how the container's SELinux label is applied to all volumes used by the Pod.	-
OpenBaoCluster	spec.securityContext.seLinuxOptions	object	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	The SELinux context to be applied to all containers.	-
OpenBaoCluster	spec.securityContext.seLinuxOptions.level	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Level is SELinux level label that applies to the container.	-
OpenBaoCluster	spec.securityContext.seLinuxOptions.role	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Role is a SELinux role label that applies to the container.	-
OpenBaoCluster	spec.securityContext.seLinuxOptions.type	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Type is a SELinux type label that applies to the container.	-
OpenBaoCluster	spec.securityContext.seLinuxOptions.user	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	User is a SELinux user label that applies to the container.	-
OpenBaoCluster	spec.securityContext.seccompProfile	object	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	The seccomp options to use by the containers in this pod.	-
OpenBaoCluster	spec.securityContext.seccompProfile.localhostProfile	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	localhostProfile indicates a profile defined in a file on the node should be used.	-
OpenBaoCluster	spec.securityContext.seccompProfile.type	string	true	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	type indicates which kind of seccomp profile will be applied.	-
OpenBaoCluster	spec.securityContext.supplementalGroups	array<integer>	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	A list of groups applied to the first process run in each container, in addition to the container's primary GID and fsGroup (if specified).	-
OpenBaoCluster	spec.securityContext.supplementalGroupsPolicy	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Defines how supplemental groups of the first container processes are calculated.	-
OpenBaoCluster	spec.securityContext.sysctls	array<object>	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Sysctls hold a list of namespaced sysctls used for the pod.	-
OpenBaoCluster	spec.securityContext.sysctls[].name	string	true	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Name of a property to set	-
OpenBaoCluster	spec.securityContext.sysctls[].value	string	true	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	Value of a property to set	-
OpenBaoCluster	spec.securityContext.windowsOptions	object	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	The Windows specific settings applied to all containers.	-
OpenBaoCluster	spec.securityContext.windowsOptions.gmsaCredentialSpec	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	GMSACredentialSpec is where the GMSA admission webhook (https://github.com/kubernetes-sigs/windows-gmsa) inlines the contents of the GMSA credential spec named by the GMSACredentialSpecName field.	-
OpenBaoCluster	spec.securityContext.windowsOptions.gmsaCredentialSpecName	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	GMSACredentialSpecName is the name of the GMSA credential spec to use.	-
OpenBaoCluster	spec.securityContext.windowsOptions.hostProcess	boolean	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	HostProcess determines if a container should be run as a 'Host Process' container.	-
OpenBaoCluster	spec.securityContext.windowsOptions.runAsUserName	string	false	-	-	beta-stable	workload-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.securityContext	The UserName in Windows to run the entrypoint of the container process.	-
OpenBaoCluster	spec.selfInit	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	SelfInit configures OpenBao's native self-initialization feature.	-
OpenBaoCluster	spec.selfInit.enabled	boolean	true	false	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Enabled activates OpenBao's self-initialization feature.	-
OpenBaoCluster	spec.selfInit.oidc	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	OIDC configures JWT authentication for the Operator to perform cluster lifecycle operations (backups, upgrades, restores).	-
OpenBaoCluster	spec.selfInit.oidc.audience	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Audience, if set, must match the operator installation audience used for projected OpenBao auth tokens.	-
OpenBaoCluster	spec.selfInit.oidc.enabled	boolean	true	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Enabled triggers the bootstrap logic.	-
OpenBaoCluster	spec.selfInit.oidc.issuer	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Issuer overrides the auto-discovered K8s issuer URL.	-
OpenBaoCluster	spec.selfInit.requests	array<object>	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Requests defines the API operations to execute during self-initialization.	-
OpenBaoCluster	spec.selfInit.requests[].allowFailure	boolean	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	AllowFailure allows this request to fail without blocking initialization.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice	object	false	-	cel=6	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	AuditDevice configures an audit device when Path starts with "sys/audit/".	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.description	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Description is an optional description for the audit device.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.fileOptions	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	FileOptions configures options for file audit devices.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.fileOptions.filePath	string	true	-	minLength=1	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	FilePath is the path to where the audit log will be written.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.fileOptions.mode	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Mode is a string containing an octal number representing the bit pattern for the file mode.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.httpOptions	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	HTTPOptions configures options for HTTP audit devices.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.httpOptions.headers	unknown	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Headers is a JSON object describing headers.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.httpOptions.uri	string	true	-	minLength=1	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	URI is the URI of the remote server where the audit logs will be written.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.socketOptions	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	SocketOptions configures options for socket audit devices.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.socketOptions.address	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Address is the socket server address to use.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.socketOptions.socketType	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	SocketType is the socket type to use, any type compatible with net.Dial is acceptable.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.socketOptions.writeTimeout	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	WriteTimeout is the (deadline) time in seconds to allow writes to be completed over the socket.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.syslogOptions	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	SyslogOptions configures options for syslog audit devices.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.syslogOptions.facility	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Facility is the syslog facility to use.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.syslogOptions.tag	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Tag is the syslog tag to use.	-
OpenBaoCluster	spec.selfInit.requests[].auditDevice.type	string	true	-	minLength=1; enum="file","syslog","socket","http"	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Type is the type of audit device (e.g., "file", "syslog", "socket", "http").	-
OpenBaoCluster	spec.selfInit.requests[].authMethod	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	AuthMethod configures an auth method when Path starts with "sys/auth/".	-
OpenBaoCluster	spec.selfInit.requests[].authMethod.config	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Config contains optional configuration for the auth method mount.	-
OpenBaoCluster	spec.selfInit.requests[].authMethod.description	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Description is an optional description for the auth method.	-
OpenBaoCluster	spec.selfInit.requests[].authMethod.type	string	true	-	minLength=1	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Type is the type of auth method (e.g., "jwt", "kubernetes", "userpass", "ldap").	-
OpenBaoCluster	spec.selfInit.requests[].data	unknown	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Data contains the request payload for paths that don't have structured types.	-
OpenBaoCluster	spec.selfInit.requests[].headers	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Headers contains additional HTTP headers to send with this self-init request.	-
OpenBaoCluster	spec.selfInit.requests[].name	string	true	-	pattern=^[A-Za-z_][A-Za-z0-9_-]*$; minLength=1; maxLength=64	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Name is a unique identifier for this request (used as the block name).	-
OpenBaoCluster	spec.selfInit.requests[].operation	string	true	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Operation is the API operation type: create, read, update, delete, or list.	-
OpenBaoCluster	spec.selfInit.requests[].path	string	true	-	minLength=1	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Path is the API path to call (e.g., "sys/audit/stdout", "auth/kubernetes/config").	-
OpenBaoCluster	spec.selfInit.requests[].policy	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Policy configures a policy when Path starts with "sys/policies/".	-
OpenBaoCluster	spec.selfInit.requests[].policy.policy	string	true	-	minLength=1	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Policy is the HCL or JSON policy content.	-
OpenBaoCluster	spec.selfInit.requests[].secretEngine	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	SecretEngine configures a secret engine when Path starts with "sys/mounts/".	-
OpenBaoCluster	spec.selfInit.requests[].secretEngine.description	string	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Description is an optional description for the secret engine.	-
OpenBaoCluster	spec.selfInit.requests[].secretEngine.options	object	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Options contains optional configuration specific to the secret engine type.	-
OpenBaoCluster	spec.selfInit.requests[].secretEngine.type	string	true	-	minLength=1	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	Type is the type of secret engine (e.g., "kv", "pki", "transit", "database").	-
OpenBaoCluster	spec.selfInit.requests[].when	unknown	false	-	-	beta-stable	bootstrap-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.selfInit	When controls whether OpenBao executes this request.	-
OpenBaoCluster	spec.service	object	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.service	Service configures the primary Service used to expose OpenBao inside or outside the cluster.	-
OpenBaoCluster	spec.service.annotations	object	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.service	Annotations are additional annotations to apply to the Service.	-
OpenBaoCluster	spec.service.type	string	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.service	Type is the Kubernetes Service type, for example "ClusterIP" or "LoadBalancer".	-
OpenBaoCluster	spec.serviceAccount	object	false	-	-	beta-stable	workload-identity	mutable	crd-schema,controller	none	required-if-changed	spec.serviceAccount	ServiceAccount configures the Kubernetes ServiceAccount used by the OpenBao Pods.	-
OpenBaoCluster	spec.serviceAccount.annotations	object	false	-	-	beta-stable	workload-identity	mutable	crd-schema,controller	none	required-if-changed	spec.serviceAccount	Annotations to add to the ServiceAccount.	-
OpenBaoCluster	spec.serviceAccount.name	string	false	-	-	beta-stable	workload-identity	mutable	crd-schema,controller	none	required-if-changed	spec.serviceAccount	Name overrides the generated ServiceAccount name.	-
OpenBaoCluster	spec.storage	object	true	-	-	beta-stable	storage	mutable	crd-schema,controller	none	required-if-changed	spec.storage	Storage configures persistent storage for the cluster.	-
OpenBaoCluster	spec.storage.size	string	true	-	minLength=1	beta-stable	storage	mutable	crd-schema,controller	none	required-if-changed	spec.storage	Size is the requested persistent volume size, for example "10Gi".	-
OpenBaoCluster	spec.storage.storageClassName	string	false	-	-	beta-stable	storage	immutable	crd-schema,controller	none	required-if-changed	spec.storage.storageClassName	StorageClassName is an optional StorageClass for the PVCs.	Admission rejects storage class changes after creation.
OpenBaoCluster	spec.telemetry	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	Telemetry configures telemetry reporting for the OpenBao cluster.	-
OpenBaoCluster	spec.telemetry.circonusAPIApp	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusAPIApp is the API app name for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusAPIKey	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	Circonus-specific options CirconusAPIKey is the API key for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusAPIURL	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusAPIURL is the API URL for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusBrokerID	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusBrokerID is the broker ID for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusBrokerSelectTag	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusBrokerSelectTag is the broker select tag for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusCheckDisplayName	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusCheckDisplayName is the display name for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusCheckForceMetricActivation	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusCheckForceMetricActivation forces metric activation in Circonus.	-
OpenBaoCluster	spec.telemetry.circonusCheckID	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusCheckID is the check ID for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusCheckInstanceID	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusCheckInstanceID is the instance ID for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusCheckSearchTag	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusCheckSearchTag is the search tag for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusCheckTags	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusCheckTags is the tags for Circonus.	-
OpenBaoCluster	spec.telemetry.circonusSubmissionInterval	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	CirconusSubmissionInterval is the submission interval for Circonus.	-
OpenBaoCluster	spec.telemetry.disableHostname	boolean	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	DisableHostname specifies if gauge values should be prefixed with the local hostname.	-
OpenBaoCluster	spec.telemetry.dogStatsdAddress	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	DogStatsD-specific options DogStatsdAddress is the address of the DogStatsD server.	-
OpenBaoCluster	spec.telemetry.dogStatsdTags	array<string>	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	DogStatsdTags are tags to add to all metrics.	-
OpenBaoCluster	spec.telemetry.enableHostnameLabel	boolean	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	EnableHostnameLabel specifies if all metric values should contain the host label.	-
OpenBaoCluster	spec.telemetry.leaseMetricsEpsilon	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	LeaseMetricsEpsilon specifies the size of the bucket used to measure future lease expiration.	-
OpenBaoCluster	spec.telemetry.maximumGaugeCardinality	integer	false	-	format=int32	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	MaximumGaugeCardinality is the maximum cardinality of gauge labels.	-
OpenBaoCluster	spec.telemetry.metricsPrefix	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	MetricsPrefix specifies the prefix used for metric values.	-
OpenBaoCluster	spec.telemetry.prometheusRetentionTime	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	Prometheus-specific options PrometheusRetentionTime specifies how long to retain metrics in Prometheus format.	-
OpenBaoCluster	spec.telemetry.stackdriverDebugLogs	boolean	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	StackdriverDebugLogs specifies if OpenBao writes additional stackdriver debug logs.	-
OpenBaoCluster	spec.telemetry.stackdriverLocation	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	StackdriverLocation is the GCP or AWS region.	-
OpenBaoCluster	spec.telemetry.stackdriverNamespace	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	StackdriverNamespace is a namespace identifier for the telemetry data.	-
OpenBaoCluster	spec.telemetry.stackdriverProjectID	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	Stackdriver-specific options StackdriverProjectID is the Google Cloud Project ID.	-
OpenBaoCluster	spec.telemetry.statsdAddress	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	StatsD-specific options StatsdAddress is the address of the StatsD server.	-
OpenBaoCluster	spec.telemetry.statsiteAddress	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	Statsite-specific options StatsiteAddress is the address of the statsite server.	-
OpenBaoCluster	spec.telemetry.usageGaugePeriod	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.telemetry	Common telemetry options UsageGaugePeriod specifies the interval at which high-cardinality usage data is collected.	-
OpenBaoCluster	spec.tls	object	true	-	-	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	TLS configures TLS for the cluster.	-
OpenBaoCluster	spec.tls.acme	object	false	-	cel=1	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	ACME configures settings when Mode is 'ACME'.	-
OpenBaoCluster	spec.tls.acme.directoryURL	string	true	-	minLength=1	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	DirectoryURL is the ACME directory URL (e.g., "https://acme-v02.api.letsencrypt.org/directory").	-
OpenBaoCluster	spec.tls.acme.domain	string	false	-	minLength=1	deprecated	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls.acme.domain	Domain is the domain name for which to obtain the certificate.	Use spec.tls.acme.domains.
OpenBaoCluster	spec.tls.acme.domains	array<string>	false	-	minItems=1	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	Domains is the list of domain names for which to obtain the certificate.	-
OpenBaoCluster	spec.tls.acme.email	string	false	-	-	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	Email is the email address to use for ACME registration.	-
OpenBaoCluster	spec.tls.acme.sharedCache	object	false	-	cel=5	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	SharedCache configures a filesystem cache shared across OpenBao replicas for ACME account and certificate state.	-
OpenBaoCluster	spec.tls.acme.sharedCache.existingClaimName	string	false	-	minLength=1	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	ExistingClaimName is the name of a pre-created RWX PVC in the same namespace.	-
OpenBaoCluster	spec.tls.acme.sharedCache.mode	string	true	-	enum="ManagedPVC","ExistingPVC"	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	Mode selects whether the operator creates a dedicated RWX PVC or mounts an existing one.	-
OpenBaoCluster	spec.tls.acme.sharedCache.size	string	false	-	minLength=1	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	Size is the requested capacity for the managed ACME cache PVC.	-
OpenBaoCluster	spec.tls.acme.sharedCache.storageClassName	string	false	-	-	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	StorageClassName is an optional StorageClass for the managed ACME cache PVC.	-
OpenBaoCluster	spec.tls.enabled	boolean	true	-	-	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	Enabled controls whether TLS is enabled for the cluster.	-
OpenBaoCluster	spec.tls.extraSANs	array<string>	false	-	-	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	ExtraSANs lists additional subject alternative names to include in server certificates.	-
OpenBaoCluster	spec.tls.mode	string	false	"OperatorManaged"	-	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	Mode controls who manages the certificate lifecycle.	-
OpenBaoCluster	spec.tls.rotationPeriod	string	false	-	minLength=1	beta-stable	transport-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.tls	RotationPeriod is a duration string (for example, "720h") controlling certificate rotation.	-
OpenBaoCluster	spec.unseal	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Unseal defines the auto-unseal configuration.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.awskms	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	AWSKMS configures the AWS KMS seal type.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.awskms.accessKey	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	AccessKey is the AWS access key ID to use.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.awskms.endpoint	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Endpoint is the KMS API endpoint to be used for AWS KMS requests.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.awskms.kmsKeyID	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	KMSKeyID is the AWS KMS key ID or ARN to use for encryption and decryption.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.awskms.region	string	true	-	minLength=1	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	Region is the AWS region where the encryption key lives.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.awskms.secretKey	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	SecretKey is the AWS secret access key to use.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.awskms.sessionToken	string	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	SessionToken specifies the AWS session token.	Discriminator and provider branch consistency must be decided before beta.
OpenBaoCluster	spec.unseal.azureKeyVault	object	false	-	-	likely-move	seal	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.unseal	AzureKeyVault configures the Azure Key Vault seal type.	Discriminator and provider branch consistency must be decided before beta.
