# Complete route ledger captured from the final Docusaurus build before the Hugo migration.
# Additional 0.4.x entries preserve the previous stable contract after 0.5.x becomes unprefixed stable.
# Columns: legacy route, canonical Hugo route, mapping evidence or disposition.
/	/	preserved canonical Hugo route
/docs/next/configure/unseal/	/next/docs/configure/unseal/	docs/user-guide/openbaocluster/configuration/unseal.md
/docs/next/design/	/next/docs/	docs/design/index.mdx
/docs/next/design/claims-and-service-offerings/	/next/docs/	docs/design/claims-and-service-offerings.mdx
/docs/next/get-started/	/next/docs/get-started/	docs/user-guide/index.mdx
/docs/next/get-started/deployment-decision-guide/	/next/docs/get-started/deployment-model/	docs/user-guide/operator/deployment-decision-guide.md
/docs/next/get-started/first-cluster/	/next/docs/get-started/create-cluster/	docs/user-guide/openbaocluster/getting-started.md
/docs/next/get-started/install/	/next/docs/get-started/install/	docs/user-guide/operator/installation.md
/docs/next/get-started/next-steps/	/next/docs/get-started/prepare-day-2/	docs/user-guide/openbaocluster/next-steps.md
/docs/next/get-started/onboard-target-namespace/	/next/docs/get-started/onboard-namespace/	docs/user-guide/openbaotenant/onboarding.md
/docs/next/get-started/operator-authentication/	/next/docs/get-started/operator-authentication/	docs/user-guide/operator/authn.md
/docs/next/get-started/operator-authorization/	/next/docs/get-started/operator-authorization/	docs/user-guide/operator/authz.md
/docs/next/get-started/operator-identity/	/next/docs/get-started/operator-authentication/	docs/user-guide/operator/identity-and-access.md
/docs/next/get-started/single-tenant-mode/	/next/docs/get-started/single-tenant/	docs/user-guide/operator/single-tenant-mode.md
/docs/next/operate/	/next/docs/operate/	docs/user-guide/openbaocluster/operations/index.mdx
/docs/next/operate/backups/	/next/docs/operate/backups/	docs/user-guide/openbaocluster/operations/backups.md
/docs/next/operate/decommission/	/next/docs/operate/decommission/	docs/user-guide/openbaocluster/operations/deletion.md
/docs/next/operate/maintenance/	/next/docs/operate/maintenance/	docs/user-guide/openbaocluster/operations/maintenance.md
/docs/next/operate/pause-reconciliation/	/next/docs/operate/maintenance/	docs/user-guide/openbaocluster/operations/pausing.md
/docs/next/operate/production-checklist/	/next/docs/operate/production-readiness/	docs/user-guide/openbaocluster/operations/production-checklist.md
/docs/next/operate/troubleshooting/	/next/docs/operate/troubleshoot/	docs/user-guide/openbaocluster/operations/troubleshooting.md
/docs/next/operate/upgrades/	/next/docs/operate/upgrades/	docs/user-guide/openbaocluster/operations/upgrades.md
/docs/next/recover/	/next/docs/operate/	docs/user-guide/openbaocluster/recovery/index.mdx
/docs/next/recover/failed-rollback/	/next/docs/operate/recover-failed-rollback/	docs/user-guide/openbaocluster/recovery/failed-rollback.md
/docs/next/recover/no-leader/	/next/docs/operate/recover-no-leader/	docs/user-guide/openbaocluster/recovery/no-leader.md
/docs/next/recover/safe-mode/	/next/docs/operate/recover-failed-rollback/	docs/user-guide/openbaocluster/recovery/safe-mode.md
/docs/next/recover/sealed-cluster/	/next/docs/operate/recover-sealed/	docs/user-guide/openbaocluster/recovery/sealed-cluster.md
/docs/next/reference/	/next/docs/reference/	docs/reference/index.mdx
/docs/next/reference/api/	/next/docs/reference/api/	docs/reference/api.md
/docs/next/reference/compatibility/	/next/docs/reference/compatibility/	docs/reference/compatibility.md
/docs/next/reference/deprecation-policy/	/next/docs/reference/release-lifecycle/	docs/reference/deprecation-policy.md
/docs/next/reference/known-limitations/	/next/docs/reference/known-limitations/	docs/reference/known-limitations.md
/docs/next/reference/operator-upgrade-compatibility/	/next/docs/reference/operator-upgrades/	docs/reference/operator-upgrade-compatibility.md
/docs/next/reference/release-policy/	/next/docs/reference/release-lifecycle/	docs/reference/release-policy.md
/docs/next/reference/status-and-events/	/next/docs/reference/status-and-events/	docs/reference/status-and-events.md
/docs/next/reference/support-policy/	/next/docs/reference/release-lifecycle/	docs/reference/support-policy.md
/docs/next/roadmap/	/next/docs/	docs/roadmap.mdx
/docs/next/security/	/next/docs/security/	docs/security/index.mdx
/docs/next/security/fundamentals/	/next/docs/security/	docs/security/fundamentals/index.md
/docs/next/security/fundamentals/profiles/	/next/docs/configure/security-profile/	docs/security/fundamentals/profiles.md
/docs/next/security/fundamentals/secrets-management/	/next/docs/security/secrets/	docs/security/fundamentals/secrets-management.md
/docs/next/security/fundamentals/threat-model/	/next/docs/security/threat-model/	docs/security/fundamentals/threat-model.md
/docs/next/security/infrastructure/	/next/docs/security/	docs/security/infrastructure/index.md
/docs/next/security/infrastructure/admission-policies/	/next/docs/security/admission/	docs/security/infrastructure/admission-policies.md
/docs/next/security/infrastructure/network-security/	/next/docs/configure/network/	docs/security/infrastructure/network-security.md
/docs/next/security/infrastructure/rbac/	/next/docs/security/tenant-boundaries/	docs/security/infrastructure/rbac.md
/docs/next/security/multi-tenancy/	/next/docs/security/tenant-boundaries/	docs/security/multi-tenancy/index.md
/docs/next/security/multi-tenancy/tenant-isolation/	/next/docs/security/tenant-boundaries/	docs/security/multi-tenancy/tenant-isolation.md
/docs/next/security/workload/	/next/docs/security/	docs/security/workload/index.md
/docs/next/security/workload/supply-chain/	/next/docs/security/supply-chain/	docs/security/workload/supply-chain.md
/docs/next/security/workload/tls/	/next/docs/configure/expose/	docs/security/workload/tls.md
/docs/next/security/workload/workload-security/	/next/docs/security/workload/	docs/security/workload/workload-security.md
/docs/next/tenant-onboarding/	/next/docs/get-started/onboard-namespace/	docs/user-guide/openbaotenant/overview.md
/docs/next/tenant-onboarding/multi-tenant-security/	/next/docs/security/tenant-boundaries/	docs/user-guide/openbaotenant/multi-tenancy.md
/docs/next/user-guide/openbaocluster/configuration/air-gapped/	/next/docs/configure/air-gapped/	docs/user-guide/openbaocluster/configuration/air-gapped.md
/docs/next/user-guide/openbaocluster/configuration/gateway-api/	/next/docs/configure/gateway/	docs/user-guide/openbaocluster/configuration/gateway-api.md
/docs/next/user-guide/openbaocluster/configuration/network/	/next/docs/configure/network/	docs/user-guide/openbaocluster/configuration/network.md
/docs/next/user-guide/openbaocluster/configuration/observability/	/next/docs/configure/monitor/	docs/user-guide/openbaocluster/configuration/observability.md
/docs/next/user-guide/openbaocluster/configuration/resources-storage/	/next/docs/configure/storage/	docs/user-guide/openbaocluster/configuration/resources-storage.md
/docs/next/user-guide/openbaocluster/configuration/self-init/	/next/docs/configure/initialize/	docs/user-guide/openbaocluster/configuration/self-init.md
/docs/next/user-guide/openbaocluster/configuration/server/	/next/docs/configure/server/	docs/user-guide/openbaocluster/configuration/server.md
/docs/next/user-guide/openbaorestore/overview/	/next/docs/operate/restore/	docs/user-guide/openbaorestore/overview.md
/docs/next/user-guide/openbaorestore/recovery-restore-after-upgrade/	/next/docs/operate/restore/	docs/user-guide/openbaorestore/recovery-restore-after-upgrade.md
/docs/next/user-guide/openbaorestore/restore/	/next/docs/operate/restore/	docs/user-guide/openbaorestore/restore.md
/docs/next/user-guide/validated-deployments/architectures/	/next/docs/architecture/	docs/user-guide/validated-deployments/architectures/index.md
/docs/next/user-guide/validated-deployments/architectures/cloud/	/next/docs/architecture/	docs/user-guide/validated-deployments/architectures/cloud/index.md
/docs/next/user-guide/validated-deployments/architectures/cloud/amazon-eks-development-awskms-s3/	/next/docs/operate/backups/	docs/user-guide/validated-deployments/architectures/cloud/amazon-eks-development-awskms-s3.md
/docs/next/user-guide/validated-deployments/architectures/cloud/amazon-eks-hardened-awskms-acme/	/next/docs/configure/unseal/	docs/user-guide/validated-deployments/architectures/cloud/amazon-eks-hardened-awskms-acme.md
/docs/next/user-guide/validated-deployments/architectures/local/	/next/docs/architecture/	docs/user-guide/validated-deployments/architectures/local/index.md
/docs/next/user-guide/validated-deployments/architectures/local/k3d-cross-cluster-dr-transit-rustfs/	/next/docs/operate/restore/	docs/user-guide/validated-deployments/architectures/local/k3d-cross-cluster-dr-transit-rustfs.md
/docs/next/user-guide/validated-deployments/architectures/local/k3d-development-shared-edge-rustfs/	/next/docs/architecture/	docs/user-guide/validated-deployments/architectures/local/k3d-development-shared-edge-rustfs.md
/docs/next/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-acme/	/next/docs/configure/unseal/	docs/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-acme.md
/docs/next/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-external-tls/	/next/docs/configure/unseal/	docs/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-external-tls.md
/docs/next/user-guide/validated-deployments/recipes/	/next/docs/	docs/user-guide/validated-deployments/recipes/index.md
/docs/next/user-guide/validated-deployments/recipes/cloud/	/next/docs/	docs/user-guide/validated-deployments/recipes/cloud/index.md
/docs/next/user-guide/validated-deployments/recipes/cloud/amazon-eks-development-awskms-s3/	/next/docs/operate/backups/	docs/user-guide/validated-deployments/recipes/cloud/amazon-eks-development-awskms-s3.md
/docs/next/user-guide/validated-deployments/recipes/cloud/amazon-eks-hardened-awskms-acme/	/next/docs/configure/unseal/	docs/user-guide/validated-deployments/recipes/cloud/amazon-eks-hardened-awskms-acme.md
/docs/next/user-guide/validated-deployments/recipes/local/	/next/docs/	docs/user-guide/validated-deployments/recipes/local/index.md
/docs/next/user-guide/validated-deployments/recipes/local/development-self-init-userpass/	/next/docs/configure/initialize/	docs/user-guide/validated-deployments/recipes/local/development-self-init-userpass.md
/docs/next/user-guide/validated-deployments/recipes/local/hardened-transit-acme-tls/	/next/docs/configure/unseal/	docs/user-guide/validated-deployments/recipes/local/hardened-transit-acme-tls.md
/docs/next/user-guide/validated-deployments/recipes/local/hardened-transit-external-tls/	/next/docs/configure/unseal/	docs/user-guide/validated-deployments/recipes/local/hardened-transit-external-tls.md
/docs/next/user-guide/validated-deployments/recipes/local/k3d-cross-cluster-dr-bootstrap/	/next/docs/operate/restore/	docs/user-guide/validated-deployments/recipes/local/k3d-cross-cluster-dr-bootstrap.md
/docs/next/user-guide/validated-deployments/runbooks/	/next/docs/	docs/user-guide/validated-deployments/runbooks/index.md
/docs/next/user-guide/validated-deployments/runbooks/cross-cluster-dr-restore-rustfs/	/next/docs/operate/restore/	docs/user-guide/validated-deployments/runbooks/cross-cluster-dr-restore-rustfs.md
/docs/next/validated-deployments/	/next/docs/	docs/user-guide/validated-deployments/index.mdx
/docs/next/validated-deployments/runbooks/restore-from-s3-compatible-snapshot/	/next/docs/operate/restore/	legacy redirect
/docs/next/validated-deployments/runbooks/scheduled-backups-s3-compatible/	/next/docs/operate/backups/	legacy redirect
/docs/operate/	/docs/operate/	preserved canonical Hugo route
/docs/operate/backups/	/docs/operate/backups/	preserved canonical Hugo route
/docs/operate/decommission/	/docs/operate/decommission/	preserved canonical Hugo route
/docs/operate/maintenance/	/docs/operate/maintenance/	preserved canonical Hugo route
/docs/operate/pause-reconciliation/	/docs/operate/maintenance/	docs/user-guide/openbaocluster/operations/pausing.md
/docs/operate/production-checklist/	/docs/operate/production-readiness/	docs/user-guide/openbaocluster/operations/production-checklist.md
/docs/operate/troubleshooting/	/docs/operate/troubleshoot/	docs/user-guide/openbaocluster/operations/troubleshooting.md
/docs/operate/upgrades/	/docs/operate/upgrades/	preserved canonical Hugo route
/docs/recover/	/docs/operate/	docs/user-guide/openbaocluster/recovery/index.mdx
/docs/recover/failed-rollback/	/docs/operate/recover-failed-rollback/	docs/user-guide/openbaocluster/recovery/failed-rollback.md
/docs/recover/no-leader/	/docs/operate/recover-no-leader/	docs/user-guide/openbaocluster/recovery/no-leader.md
/docs/recover/safe-mode/	/docs/operate/recover-failed-rollback/	docs/user-guide/openbaocluster/recovery/safe-mode.md
/docs/recover/sealed-cluster/	/docs/operate/recover-sealed/	docs/user-guide/openbaocluster/recovery/sealed-cluster.md
/docs/reference/	/docs/reference/	preserved canonical Hugo route
/docs/reference/api/	/docs/reference/api/	preserved canonical Hugo route
/docs/reference/compatibility/	/docs/reference/compatibility/	preserved canonical Hugo route
/docs/reference/deprecation-policy/	/docs/reference/release-lifecycle/	docs/reference/deprecation-policy.md
/docs/reference/known-limitations/	/docs/reference/known-limitations/	preserved canonical Hugo route
/docs/reference/operator-upgrade-compatibility/	/docs/reference/operator-upgrades/	docs/reference/operator-upgrade-compatibility.md
/docs/reference/release-policy/	/docs/reference/release-lifecycle/	docs/reference/release-policy.md
/docs/reference/status-and-events/	/docs/reference/status-and-events/	preserved canonical Hugo route
/docs/reference/support-policy/	/docs/reference/release-lifecycle/	docs/reference/support-policy.md
/docs/roadmap/	/project/roadmap/	docs/roadmap.mdx
/docs/security/	/docs/security/	preserved canonical Hugo route
/docs/security/fundamentals/	/docs/security/	docs/security/fundamentals/index.md
/docs/security/fundamentals/profiles/	/docs/configure/security-profile/	docs/security/fundamentals/profiles.md
/docs/security/fundamentals/secrets-management/	/docs/security/secrets/	docs/security/fundamentals/secrets-management.md
/docs/security/fundamentals/threat-model/	/docs/security/threat-model/	docs/security/fundamentals/threat-model.md
/docs/security/infrastructure/	/docs/security/	docs/security/infrastructure/index.md
/docs/security/infrastructure/admission-policies/	/docs/security/admission/	docs/security/infrastructure/admission-policies.md
/docs/security/infrastructure/network-security/	/docs/configure/network/	docs/security/infrastructure/network-security.md
/docs/security/infrastructure/rbac/	/docs/security/tenant-boundaries/	docs/security/infrastructure/rbac.md
/docs/security/multi-tenancy/	/docs/security/tenant-boundaries/	docs/security/multi-tenancy/index.md
/docs/security/multi-tenancy/tenant-isolation/	/docs/security/tenant-boundaries/	docs/security/multi-tenancy/tenant-isolation.md
/docs/security/workload/	/docs/security/workload/	preserved canonical Hugo route
/docs/security/workload/supply-chain/	/docs/security/supply-chain/	docs/security/workload/supply-chain.md
/docs/security/workload/tls/	/docs/configure/expose/	docs/security/workload/tls.md
/docs/security/workload/workload-security/	/docs/security/workload/	docs/security/workload/workload-security.md
/docs/tenant-onboarding/	/docs/get-started/onboard-namespace/	docs/user-guide/openbaotenant/overview.md
/docs/tenant-onboarding/multi-tenant-security/	/docs/security/tenant-boundaries/	docs/user-guide/openbaotenant/multi-tenancy.md
/docs/user-guide/openbaocluster/configuration/air-gapped/	/docs/configure/air-gapped/	docs/user-guide/openbaocluster/configuration/air-gapped.md
/docs/user-guide/openbaocluster/configuration/gateway-api/	/docs/configure/gateway/	docs/user-guide/openbaocluster/configuration/gateway-api.md
/docs/user-guide/openbaocluster/configuration/network/	/docs/configure/network/	docs/user-guide/openbaocluster/configuration/network.md
/docs/user-guide/openbaocluster/configuration/observability/	/docs/configure/monitor/	docs/user-guide/openbaocluster/configuration/observability.md
/docs/user-guide/openbaocluster/configuration/resources-storage/	/docs/configure/storage/	docs/user-guide/openbaocluster/configuration/resources-storage.md
/docs/user-guide/openbaocluster/configuration/self-init/	/docs/configure/initialize/	docs/user-guide/openbaocluster/configuration/self-init.md
/docs/user-guide/openbaocluster/configuration/server/	/docs/configure/server/	docs/user-guide/openbaocluster/configuration/server.md
/docs/user-guide/openbaorestore/overview/	/docs/operate/restore/	docs/user-guide/openbaorestore/overview.md
/docs/user-guide/openbaorestore/recovery-restore-after-upgrade/	/docs/operate/restore/	docs/user-guide/openbaorestore/recovery-restore-after-upgrade.md
/docs/user-guide/openbaorestore/restore/	/docs/operate/restore/	docs/user-guide/openbaorestore/restore.md
/docs/user-guide/validated-deployments/architectures/	/docs/architecture/	docs/user-guide/validated-deployments/architectures/index.md
/docs/user-guide/validated-deployments/architectures/cloud/	/docs/architecture/	docs/user-guide/validated-deployments/architectures/cloud/index.md
/docs/user-guide/validated-deployments/architectures/cloud/amazon-eks-development-awskms-s3/	/docs/operate/backups/	docs/user-guide/validated-deployments/architectures/cloud/amazon-eks-development-awskms-s3.md
/docs/user-guide/validated-deployments/architectures/cloud/amazon-eks-hardened-awskms-acme/	/docs/configure/unseal/	docs/user-guide/validated-deployments/architectures/cloud/amazon-eks-hardened-awskms-acme.md
/docs/user-guide/validated-deployments/architectures/local/	/docs/architecture/	docs/user-guide/validated-deployments/architectures/local/index.md
/docs/user-guide/validated-deployments/architectures/local/k3d-cross-cluster-dr-transit-rustfs/	/docs/operate/restore/	docs/user-guide/validated-deployments/architectures/local/k3d-cross-cluster-dr-transit-rustfs.md
/docs/user-guide/validated-deployments/architectures/local/k3d-development-shared-edge-rustfs/	/docs/architecture/	docs/user-guide/validated-deployments/architectures/local/k3d-development-shared-edge-rustfs.md
/docs/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-acme/	/docs/configure/unseal/	docs/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-acme.md
/docs/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-external-tls/	/docs/configure/unseal/	docs/user-guide/validated-deployments/architectures/local/k3d-hardened-transit-external-tls.md
/docs/user-guide/validated-deployments/recipes/	/docs/	docs/user-guide/validated-deployments/recipes/index.md
/docs/user-guide/validated-deployments/recipes/cloud/	/docs/	docs/user-guide/validated-deployments/recipes/cloud/index.md
/docs/user-guide/validated-deployments/recipes/cloud/amazon-eks-development-awskms-s3/	/docs/operate/backups/	docs/user-guide/validated-deployments/recipes/cloud/amazon-eks-development-awskms-s3.md
/docs/user-guide/validated-deployments/recipes/cloud/amazon-eks-hardened-awskms-acme/	/docs/configure/unseal/	docs/user-guide/validated-deployments/recipes/cloud/amazon-eks-hardened-awskms-acme.md
/docs/user-guide/validated-deployments/recipes/local/	/docs/	docs/user-guide/validated-deployments/recipes/local/index.md
/docs/user-guide/validated-deployments/recipes/local/development-self-init-userpass/	/docs/configure/initialize/	docs/user-guide/validated-deployments/recipes/local/development-self-init-userpass.md
/docs/user-guide/validated-deployments/recipes/local/hardened-transit-acme-tls/	/docs/configure/unseal/	docs/user-guide/validated-deployments/recipes/local/hardened-transit-acme-tls.md
/docs/user-guide/validated-deployments/recipes/local/hardened-transit-external-tls/	/docs/configure/unseal/	docs/user-guide/validated-deployments/recipes/local/hardened-transit-external-tls.md
/docs/user-guide/validated-deployments/recipes/local/k3d-cross-cluster-dr-bootstrap/	/docs/operate/restore/	docs/user-guide/validated-deployments/recipes/local/k3d-cross-cluster-dr-bootstrap.md
/docs/user-guide/validated-deployments/runbooks/	/docs/	docs/user-guide/validated-deployments/runbooks/index.md
/docs/user-guide/validated-deployments/runbooks/cross-cluster-dr-restore-rustfs/	/docs/operate/restore/	docs/user-guide/validated-deployments/runbooks/cross-cluster-dr-restore-rustfs.md
/docs/validated-deployments/	/docs/	docs/user-guide/validated-deployments/index.mdx
/docs/validated-deployments/runbooks/restore-from-s3-compatible-snapshot/	/docs/operate/restore/	legacy redirect
/docs/validated-deployments/runbooks/scheduled-backups-s3-compatible/	/docs/operate/backups/	legacy redirect
/latest/	/	stable compatibility alias
/latest/architecture/	/docs/architecture/	stable compatibility alias
/latest/contributing/	/contribute/	stable compatibility alias
/latest/reference/compatibility/	/docs/reference/compatibility/	stable compatibility alias
/latest/security/	/docs/security/	stable compatibility alias
/latest/user-guide/	/docs/get-started/	stable compatibility alias
/latest/user-guide/deployment-decision-guide/	/docs/get-started/deployment-model/	stable compatibility alias
/releases/	/releases/	preserved canonical Hugo route
/releases/0.1.0-rc.1/	/releases/0.1.0/	folded into 0.1.0 release archive
/releases/0.1.0-rc.2/	/releases/0.1.0/	folded into 0.1.0 release archive
/releases/0.1.0-rc.3/	/releases/0.1.0/	folded into 0.1.0 release archive
/releases/0.1.0-rc.4/	/releases/0.1.0/	folded into 0.1.0 release archive
/releases/0.1.0-rc.5/	/releases/0.1.0/	folded into 0.1.0 release archive
/releases/0.1.0-rc.6/	/releases/0.1.0/	folded into 0.1.0 release archive
/releases/0.1.0-rc.7/	/releases/0.1.0/	folded into 0.1.0 release archive
/releases/0.1.0/	/releases/0.1.0/	preserved canonical Hugo route
/releases/0.1.1/	/releases/0.1.1/	preserved canonical Hugo route
/releases/0.2.0/	/releases/0.2.0/	preserved canonical Hugo route
/releases/0.3.0/	/releases/0.3.0/	preserved canonical Hugo route
/releases/0.4.0/	/releases/0.4.0/	preserved canonical Hugo route
